Date : 2026-08-23 16:34:50
Directory : e:\enLearn\packages\lowcode-framework
Total : 315 files,  54359 codes, 1045 comments, 6206 blanks, all 61610 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-array-table\index.vue                                           | Vue                |      1,373 |          0 |        185 |      1,558 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-cascader\index.ts                                               | TypeScript         |          8 |          0 |          2 |         10 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-cascader\index.vue                                              | Vue                |         32 |          0 |          6 |         38 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-color-picker\index.ts                                           | TypeScript         |          8 |          0 |          2 |         10 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-color-picker\index.vue                                          | Vue                |         36 |          0 |          7 |         43 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-json-editor\index.ts                                            | TypeScript         |          8 |          0 |          2 |         10 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-json-editor\index.vue                                           | Vue                |        300 |          0 |         46 |        346 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-json-editor\index.vue.d.ts                                      | TypeScript         |          8 |          0 |          1 |          9 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-monaco-editor\index.ts                                          | TypeScript         |          9 |          0 |          2 |         11 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-monaco-editor\index.vue                                         | Vue                |        640 |          0 |         62 |        702 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-number-input\index.ts                                           | TypeScript         |          8 |          0 |          2 |         10 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-number-input\index.vue                                          | Vue                |         24 |          0 |          4 |         28 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-option-select\index.ts                                          | TypeScript         |          8 |          0 |          2 |         10 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-option-select\index.vue                                         | Vue                |         78 |          0 |         16 |         94 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-sub-form\index.ts                                               | TypeScript         |          8 |          0 |          2 |         10 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-sub-form\index.vue                                              | Vue                |        165 |          0 |         28 |        193 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\types.d.ts                                                         | TypeScript         |         24 |          0 |          1 |         25 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\types.ts                                                           | TypeScript         |         31 |          0 |          6 |         37 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\useLowCodeFormMaterialModel.ts                                     | TypeScript         |         11 |          0 |          2 |         13 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-checkbox-group\index.ts                                        | TypeScript         |          9 |          0 |          2 |         11 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-checkbox-group\index.vue                                       | Vue                |         20 |          0 |          4 |         24 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-input\index.ts                                                 | TypeScript         |          9 |          0 |          2 |         11 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-input\index.vue                                                | Vue                |         16 |          0 |          4 |         20 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-password-input\index.ts                                        | TypeScript         |          9 |          0 |          2 |         11 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-password-input\index.vue                                       | Vue                |         16 |          0 |          4 |         20 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-radio-group\index.ts                                           | TypeScript         |          9 |          0 |          2 |         11 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-radio-group\index.vue                                          | Vue                |         20 |          0 |          4 |         24 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-select\index.ts                                                | TypeScript         |          9 |          0 |          2 |         11 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-select\index.vue                                               | Vue                |         25 |          0 |          4 |         29 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-switch\index.ts                                                | TypeScript         |          9 |          0 |          2 |         11 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-switch\index.vue                                               | Vue                |         16 |          0 |          4 |         20 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-textarea\index.ts                                              | TypeScript         |          9 |          0 |          2 |         11 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-textarea\index.vue                                             | Vue                |         16 |          0 |          4 |         20 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-tree-select\index.ts                                           | TypeScript         |          9 |          0 |          2 |         11 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\vxe-tree-select\index.vue                                          | Vue                |         20 |          0 |          4 |         24 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-schema.ts                                                                    | TypeScript         |         84 |          0 |         10 |         94 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\metadata-options.ts                                                               | TypeScript         |         36 |          0 |          6 |         42 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\schema.ts                                                                         | TypeScript         |        815 |          0 |        126 |        941 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\visual-converters\helpers.ts                                                      | TypeScript         |        494 |          0 |         65 |        559 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\visual-converters\index.ts                                                        | TypeScript         |        936 |          2 |         72 |      1,010 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\visual-converters\layout\index.ts                                                 | TypeScript         |        115 |          0 |         12 |        127 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\visual-converters\lowcode-button-group\index.ts                                   | TypeScript         |        133 |          0 |         14 |        147 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\visual-converters\lowcode-edit-form\index.ts                                      | TypeScript         |        154 |          0 |         14 |        168 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\visual-converters\lowcode-grid\index.ts                                           | TypeScript         |        324 |          0 |         29 |        353 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\visual-converters\lowcode-modal\index.ts                                          | TypeScript         |         61 |          0 |          7 |         68 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\visual-converters\lowcode-search-form\index.ts                                    | TypeScript         |         66 |          0 |          4 |         70 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\visual-converters\planning-visual\index.ts                                        | TypeScript         |         87 |          0 |          8 |         95 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\visual-converters\types.ts                                                        | TypeScript         |         46 |          0 |          6 |         52 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\visual-converters\vxe-tabs\index.ts                                               | TypeScript         |         63 |          0 |          7 |         70 |
| e:\enLearn\packages\lowcode-framework\src\materials\index.ts                                                                        | TypeScript         |         45 |          0 |          9 |         54 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\array-table\index.tsx                                               | TypeScript JSX     |        141 |          0 |         15 |        156 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\button\index.tsx                                                    | TypeScript JSX     |         25 |          0 |          3 |         28 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\checkbox\index.tsx                                                  | TypeScript JSX     |         14 |          0 |          2 |         16 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\datetimePicker\index.tsx                                            | TypeScript JSX     |         18 |          0 |          1 |         19 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\divider\index.tsx                                                   | TypeScript JSX     |          8 |          0 |          1 |          9 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\image\index.tsx                                                     | TypeScript JSX     |         35 |          3 |          3 |         41 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\index.ts                                                            | TypeScript         |         14 |          0 |          6 |         20 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\input\index.tsx                                                     | TypeScript JSX     |         19 |          0 |          2 |         21 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\nav-bar\index.tsx                                                   | TypeScript JSX     |         52 |          0 |          5 |         57 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\notice-bar\index.tsx                                                | TypeScript JSX     |         26 |          0 |          2 |         28 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\picker\index.tsx                                                    | TypeScript JSX     |         63 |          0 |          4 |         67 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\process\index.tsx                                                   | TypeScript JSX     |          3 |          0 |          1 |          4 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\radio\index.tsx                                                     | TypeScript JSX     |          8 |          0 |          1 |          9 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\rate\index.tsx                                                      | TypeScript JSX     |          8 |          0 |          1 |          9 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\slider\index.tsx                                                    | TypeScript JSX     |         30 |          0 |          2 |         32 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\stepper\index.tsx                                                   | TypeScript JSX     |         33 |          0 |          2 |         35 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\sub-form\index.tsx                                                  | TypeScript JSX     |         56 |          0 |          5 |         61 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\swipe\index.tsx                                                     | TypeScript JSX     |         34 |          0 |          3 |         37 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\switch\index.tsx                                                    | TypeScript JSX     |         30 |          0 |          2 |         32 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\tabbar\index.tsx                                                    | TypeScript JSX     |         64 |          0 |          3 |         67 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\tabbar\tabbar-item.tsx                                              | TypeScript JSX     |          5 |          0 |          1 |          6 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\text\fontArr.ts                                                     | TypeScript         |         46 |          8 |          1 |         55 |
| e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\text\index.tsx                                                      | TypeScript JSX     |          6 |          0 |          1 |          7 |
| e:\enLearn\packages\lowcode-framework\src\packages\business-component\index.ts                                                      | TypeScript         |         18 |          0 |          5 |         23 |
| e:\enLearn\packages\lowcode-framework\src\packages\business-component\lowcode-button-group\index.tsx                                | TypeScript JSX     |         84 |          0 |          9 |         93 |
| e:\enLearn\packages\lowcode-framework\src\packages\business-component\lowcode-edit-form\index.tsx                                   | TypeScript JSX     |         51 |          0 |          4 |         55 |
| e:\enLearn\packages\lowcode-framework\src\packages\business-component\lowcode-grid\index.tsx                                        | TypeScript JSX     |        112 |          0 |         11 |        123 |
| e:\enLearn\packages\lowcode-framework\src\packages\business-component\lowcode-modal\index.tsx                                       | TypeScript JSX     |         56 |          0 |          4 |         60 |
| e:\enLearn\packages\lowcode-framework\src\packages\business-component\lowcode-search-form\index.tsx                                 | TypeScript JSX     |         65 |          0 |          8 |         73 |
| e:\enLearn\packages\lowcode-framework\src\packages\business-component\planning-bom\index.tsx                                        | TypeScript JSX     |         33 |          0 |          2 |         35 |
| e:\enLearn\packages\lowcode-framework\src\packages\business-component\planning-flow\index.tsx                                       | TypeScript JSX     |         24 |          0 |          3 |         27 |
| e:\enLearn\packages\lowcode-framework\src\packages\business-component\planning-gantt\index.tsx                                      | TypeScript JSX     |         25 |          0 |          2 |         27 |
| e:\enLearn\packages\lowcode-framework\src\packages\business-component\planning-visual-designer.tsx                                  | TypeScript JSX     |        107 |          0 |          7 |        114 |
| e:\enLearn\packages\lowcode-framework\src\packages\chart-component\index.tsx                                                        | TypeScript JSX     |        139 |          0 |          9 |        148 |
| e:\enLearn\packages\lowcode-framework\src\packages\container-component\form\index.module.scss                                       | SCSS               |          3 |          7 |          1 |         11 |
| e:\enLearn\packages\lowcode-framework\src\packages\container-component\form\index.tsx                                               | TypeScript JSX     |         56 |          0 |          6 |         62 |
| e:\enLearn\packages\lowcode-framework\src\packages\container-component\index.ts                                                     | TypeScript         |         19 |          0 |          5 |         24 |
| e:\enLearn\packages\lowcode-framework\src\packages\container-component\layout\index.module.scss                                     | SCSS               |        114 |          7 |         13 |        134 |
| e:\enLearn\packages\lowcode-framework\src\packages\container-component\layout\index.tsx                                             | TypeScript JSX     |        170 |          0 |          7 |        177 |
| e:\enLearn\packages\lowcode-framework\src\packages\container-component\vxe-tabs\index.module.scss                                   | SCSS               |         69 |          0 |         12 |         81 |
| e:\enLearn\packages\lowcode-framework\src\packages\container-component\vxe-tabs\index.tsx                                           | TypeScript JSX     |        122 |          0 |          5 |        127 |
| e:\enLearn\packages\lowcode-framework\src\runtime\block-editor.ts                                                                   | TypeScript         |         27 |          0 |          4 |         31 |
| e:\enLearn\packages\lowcode-framework\src\runtime\builtin-page-functions.ts                                                         | TypeScript         |          1 |          1 |          1 |          3 |
| e:\enLearn\packages\lowcode-framework\src\runtime\button-disabled\detail-buttons.ts                                                 | TypeScript         |          0 |          0 |          1 |          1 |
| e:\enLearn\packages\lowcode-framework\src\runtime\button-disabled\edit-buttons.ts                                                   | TypeScript         |        121 |          1 |          4 |        126 |
| e:\enLearn\packages\lowcode-framework\src\runtime\button-disabled\index.ts                                                          | TypeScript         |          3 |          0 |          1 |          4 |
| e:\enLearn\packages\lowcode-framework\src\runtime\button-disabled\main-buttons.ts                                                   | TypeScript         |         90 |          0 |          8 |         98 |
| e:\enLearn\packages\lowcode-framework\src\runtime\button-disabled\types.ts                                                          | TypeScript         |         11 |          0 |          4 |         15 |
| e:\enLearn\packages\lowcode-framework\src\runtime\directives.ts                                                                     | TypeScript         |        187 |          0 |         33 |        220 |
| e:\enLearn\packages\lowcode-framework\src\runtime\edit-page-mode.ts                                                                 | TypeScript         |         54 |          1 |         13 |         68 |
| e:\enLearn\packages\lowcode-framework\src\runtime\global-dialog-core.ts                                                             | TypeScript         |        403 |          0 |         40 |        443 |
| e:\enLearn\packages\lowcode-framework\src\runtime\global-dialog.d.ts                                                                | TypeScript         |        200 |          0 |          1 |        201 |
| e:\enLearn\packages\lowcode-framework\src\runtime\global-dialog.ts                                                                  | TypeScript         |          7 |          0 |          2 |          9 |
| e:\enLearn\packages\lowcode-framework\src\runtime\global-drawer-core.ts                                                             | TypeScript         |        117 |          0 |         21 |        138 |
| e:\enLearn\packages\lowcode-framework\src\runtime\global-drawer.ts                                                                  | TypeScript         |          1 |          0 |          1 |          2 |
| e:\enLearn\packages\lowcode-framework\src\runtime\grid-node-actions.ts                                                              | TypeScript         |          1 |          1 |          1 |          3 |
| e:\enLearn\packages\lowcode-framework\src\runtime\index.ts                                                                          | TypeScript         |         39 |          0 |          2 |         41 |
| e:\enLearn\packages\lowcode-framework\src\runtime\lowcode-context-drawer.tsx                                                        | TypeScript JSX     |         51 |          0 |          4 |         55 |
| e:\enLearn\packages\lowcode-framework\src\runtime\lowcode-context.ts                                                                | TypeScript         |        889 |          0 |         51 |        940 |
| e:\enLearn\packages\lowcode-framework\src\runtime\lowcode-pages.ts                                                                  | TypeScript         |        199 |          3 |         26 |        228 |
| e:\enLearn\packages\lowcode-framework\src\runtime\mes-command.ts                                                                    | TypeScript         |        160 |          1 |         23 |        184 |
| e:\enLearn\packages\lowcode-framework\src\runtime\node-action-registry.ts                                                           | TypeScript         |        108 |          5 |         12 |        125 |
| e:\enLearn\packages\lowcode-framework\src\runtime\node-action-runtime.ts                                                            | TypeScript         |         69 |          0 |          4 |         73 |
| e:\enLearn\packages\lowcode-framework\src\runtime\node-action\button-group-action.ts                                                | TypeScript         |          7 |          4 |          2 |         13 |
| e:\enLearn\packages\lowcode-framework\src\runtime\node-action\form-action.ts                                                        | TypeScript         |        200 |          0 |         28 |        228 |
| e:\enLearn\packages\lowcode-framework\src\runtime\node-action\grid-action.ts                                                        | TypeScript         |        546 |          1 |         63 |        610 |
| e:\enLearn\packages\lowcode-framework\src\runtime\node-action\index.ts                                                              | TypeScript         |         42 |          0 |          7 |         49 |
| e:\enLearn\packages\lowcode-framework\src\runtime\option-source-registry.ts                                                         | TypeScript         |        225 |          1 |         37 |        263 |
| e:\enLearn\packages\lowcode-framework\src\runtime\page-function\edit-page-function.ts                                               | TypeScript         |        135 |         16 |          2 |        153 |
| e:\enLearn\packages\lowcode-framework\src\runtime\page-function\index.ts                                                            | TypeScript         |         27 |          4 |          6 |         37 |
| e:\enLearn\packages\lowcode-framework\src\runtime\page-function\list-page-function.ts                                               | TypeScript         |        108 |         16 |          2 |        126 |
| e:\enLearn\packages\lowcode-framework\src\runtime\page-function\shared.ts                                                           | TypeScript         |        197 |         28 |         24 |        249 |
| e:\enLearn\packages\lowcode-framework\src\runtime\page-reference-dialog.tsx                                                         | TypeScript JSX     |        473 |          0 |         53 |        526 |
| e:\enLearn\packages\lowcode-framework\src\runtime\page-runtime.ts                                                                   | TypeScript         |        540 |          8 |         69 |        617 |
| e:\enLearn\packages\lowcode-framework\src\runtime\row-action-state.d.ts                                                             | TypeScript         |         14 |          0 |          1 |         15 |
| e:\enLearn\packages\lowcode-framework\src\runtime\row-action-state.ts                                                               | TypeScript         |         98 |          0 |         13 |        111 |
| e:\enLearn\packages\lowcode-framework\src\runtime\script-context-provider.ts                                                        | TypeScript         |          7 |          0 |          3 |         10 |
| e:\enLearn\packages\lowcode-framework\src\runtime\script-runtime.worker.ts                                                          | TypeScript         |        413 |          1 |         33 |        447 |
| e:\enLearn\packages\lowcode-framework\src\runtime\scripts.d.ts                                                                      | TypeScript         |         80 |          1 |          1 |         82 |
| e:\enLearn\packages\lowcode-framework\src\runtime\scripts.ts                                                                        | TypeScript         |        539 |          1 |         68 |        608 |
| e:\enLearn\packages\lowcode-framework\src\styles\global-dialog.scss                                                                 | SCSS               |        120 |          0 |         23 |        143 |
| e:\enLearn\packages\lowcode-framework\src\styles\visual-editor-utilities.scss                                                       | SCSS               |      1,569 |          0 |        294 |      1,863 |
| e:\enLearn\packages\lowcode-framework\src\types\framework-env.d.ts                                                                  | TypeScript         |         29 |          0 |          7 |         36 |
| e:\enLearn\packages\lowcode-framework\src\types\lowcode.d.ts                                                                        | TypeScript         |        615 |         59 |          1 |        675 |
| e:\enLearn\packages\lowcode-framework\src\types\lowcode.ts                                                                          | TypeScript         |        690 |         59 |         74 |        823 |
| e:\enLearn\packages\lowcode-framework\src\types\visual-editor-jsx.d.ts                                                              | TypeScript         |         27 |          0 |          7 |         34 |
| e:\enLearn\packages\lowcode-framework\src\types\vue-shim.d.ts                                                                       | TypeScript         |          5 |          0 |          2 |          7 |
| e:\enLearn\packages\lowcode-framework\src\utils\admin-navigation.ts                                                                 | TypeScript         |        130 |          0 |         20 |        150 |
| e:\enLearn\packages\lowcode-framework\src\utils\lowcode.ts                                                                          | TypeScript         |        122 |          0 |         17 |        139 |
| e:\enLearn\packages\lowcode-framework\src\utils\visual-to-lowcode.ts                                                                | TypeScript         |         21 |          0 |          3 |         24 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\button-group-designer\button-group-designer.service.tsx          | TypeScript JSX     |        767 |          1 |         74 |        842 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\button-group-designer\button-script-monaco.ts                    | TypeScript         |        415 |          0 |         29 |        444 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\designer-ui\index.tsx                                     | TypeScript JSX     |        633 |          0 |         43 |        676 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\format-input-number\index.module.scss                     | SCSS               |          7 |          0 |          1 |          8 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\format-input-number\index.tsx                             | TypeScript JSX     |         70 |          9 |          6 |         85 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\monaco-editor\MonacoEditor.module.scss                    | SCSS               |         13 |          7 |          1 |         21 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\monaco-editor\MonacoEditor.tsx                            | TypeScript JSX     |        109 |         27 |         11 |        147 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\monaco-editor\monaco.ts                                   | TypeScript         |         18 |          1 |          6 |         25 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\remix-icons.tsx                                           | TypeScript JSX     |         47 |          0 |          3 |         50 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\form-designer\form-designer.service.tsx                          | TypeScript JSX     |        983 |          1 |        134 |      1,118 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\grid-designer\grid-designer.service.tsx                          | TypeScript JSX     |      2,901 |          0 |        229 |      3,130 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\header\index.vue                                                 | Vue                |        289 |          0 |         40 |        329 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\header\preview.vue                                               | Vue                |         47 |          0 |         10 |         57 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\header\useTools.tsx                                              | TypeScript JSX     |        273 |          7 |         21 |        301 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\base-widgets\index.module.scss             | SCSS               |         55 |          0 |          5 |         60 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\base-widgets\index.tsx                     | TypeScript JSX     |         40 |          9 |          5 |         54 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\business-component\index.module.scss       | SCSS               |         55 |          0 |          5 |         60 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\business-component\index.tsx               | TypeScript JSX     |         40 |          0 |          4 |         44 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\chart-component\index.tsx                  | TypeScript JSX     |         50 |          0 |          7 |         57 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\column-components\index.tsx                | TypeScript JSX     |        137 |          0 |         18 |        155 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\container-component\index.module.scss      | SCSS               |         55 |          0 |          5 |         60 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\container-component\index.tsx              | TypeScript JSX     |         42 |          9 |          4 |         55 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\custom-component\index.vue                 | Vue                |         11 |          1 |          4 |         16 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\data-source\data-fetch.vue                 | Vue                |        242 |          8 |         20 |        270 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\data-source\data-model.vue                 | Vue                |        260 |          8 |         21 |        289 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\data-source\entity-data-source.vue         | Vue                |        562 |          0 |         70 |        632 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\data-source\index.vue                      | Vue                |         33 |          8 |          5 |         46 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\data-source\utils.tsx                      | TypeScript JSX     |         93 |         16 |          4 |        113 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\form-components\index.tsx                  | TypeScript JSX     |         41 |          0 |          5 |         46 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\index.ts                                   | TypeScript         |         11 |          0 |          5 |         16 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\outline-tree\LayerBlockList.vue            | Vue                |        565 |          0 |         93 |        658 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\outline-tree\index.vue                     | Vue                |        101 |          0 |         15 |        116 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\page-tree\index.vue                        | Vue                |        213 |          1 |         21 |        235 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\index.vue                                             | Vue                |        106 |          8 |         18 |        132 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\modal-designer\modal-designer.service.tsx                        | TypeScript JSX     |        183 |          0 |         18 |        201 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\animate\Animate.tsx             | TypeScript JSX     |        156 |         25 |         15 |        196 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\animate\animate.module.scss     | SCSS               |         60 |          0 |         10 |         70 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\animate\animateConfig.ts        | TypeScript         |        452 |          4 |         18 |        474 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\attr-editor\index.tsx           | TypeScript JSX     |        111 |          8 |          8 |        127 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\event-action\index.tsx          | TypeScript JSX     |        254 |         41 |         14 |        309 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\form-rule\index.tsx             | TypeScript JSX     |         44 |          8 |          2 |         54 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\index.ts                        | TypeScript         |          5 |          8 |          2 |         15 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\page-setting\pageSetting.tsx    | TypeScript JSX     |         43 |          8 |          5 |         56 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\page-setting\styles.module.scss | SCSS               |         19 |          0 |          2 |         21 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\index.module.scss                          | SCSS               |        289 |         15 |         44 |        348 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\index.tsx                                  | TypeScript JSX     |         84 |          9 |          6 |         99 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\simulator-editor\comp-render.tsx                                 | TypeScript JSX     |         49 |          8 |          7 |         64 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\simulator-editor\draggable-transition-group.vue                  | Vue                |        108 |          0 |         15 |        123 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\simulator-editor\func.scss                                       | SCSS               |         45 |         15 |         13 |         73 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\simulator-editor\simulator-editor.vue                            | Vue                |        995 |          0 |        105 |      1,100 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\components\simulator-editor\slot-item.vue                                   | Vue                |        134 |          0 |         16 |        150 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\designer-script-context.ts                                                  | TypeScript         |         98 |          0 |          7 |        105 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\form-designer-context.ts                                                    | TypeScript         |         12 |          0 |          5 |         17 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\hooks\useDotProp.ts                                                         | TypeScript         |         11 |          7 |          1 |         19 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\hooks\useModal.tsx                                                          | TypeScript JSX     |         97 |          7 |          9 |        113 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\hooks\useModel.tsx                                                          | TypeScript JSX     |         38 |          0 |          5 |         43 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\hooks\useSandbox.ts                                                         | TypeScript         |          0 |          0 |          1 |          1 |
| e:\enLearn\packages\lowcode-framework\src\visual-editor\hooks\useVisualData.ts                                                      | TypeScript         |        458 |         48 |         83 |        589 |
